ip,time,request,status,size,referer,user_agent
64.56.91.45,06/Sep/2011 11:06:38,"""GET /wp-content/themes/education/images/nav.png HTTP/1.1""",304,,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:06:38,"""GET /wp-content/themes/education/images/navline.png HTTP/1.1""",304,,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:06:38,"""GET /wp-content/themes/education/images/inner.png HTTP/1.1""",304,,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:06:38,"""GET /wp-content/themes/education/images/content-top.png HTTP/1.1""",304,,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:06:38,"""GET /wp-content/themes/education/images/sidebar-top.png HTTP/1.1""",304,,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:06:38,"""GET /wp-content/themes/education/images/rss.png HTTP/1.1""",304,,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:06:38,"""GET /wp-content/themes/genesis/lib/js/menu/superfish.js?ver=1.4.8 HTTP/1.1""",304,,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:06:38,"""GET /wp-content/themes/education/images/sidebar-list.png HTTP/1.1""",304,,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:06:38,"""GET /wp-content/themes/education/images/footer.png HTTP/1.1""",304,,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:06:38,"""GET /wp-content/themes/education/images/footer-top.png HTTP/1.1""",304,,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:06:38,"""GET /wp-content/themes/genesis/lib/js/menu/superfish.args.js?ver=1.4.1 HTTP/1.1""",304,,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:06:38,"""GET /wp-content/themes/education/images/arrow-right.png HTTP/1.1""",304,,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:06:38,"""GET /wp-content/themes/education/images/arrow-down.png HTTP/1.1""",304,,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:06:51,"""GET /journal/table-of-contents/vol-2-no-4 HTTP/1.1""",200,5707.0,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-3""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:07:02,"""GET /journal/table-of-contents/vol-3-no-1 HTTP/1.1""",200,5861.0,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-4""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:07:31,"""GET /journal/table-of-contents/vol-2-no-1 HTTP/1.1""",200,5684.0,"""http://npcassoc.org/journal/table-of-contents/vol-3-no-1""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:07:41,"""GET /journal/table-of-contents/vol-2-no-2 HTTP/1.1""",200,5774.0,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-1""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:07:50,"""GET /journal/table-of-contents/vol-3-no-1 HTTP/1.1""",200,5862.0,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-2""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:08:00,"""GET /journal/table-of-contents/vol-1-no-4 HTTP/1.1""",200,5877.0,"""http://npcassoc.org/journal/table-of-contents/vol-3-no-1""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:08:09,"""GET /journal/table-of-contents/vol-2-no-1 HTTP/1.1""",200,5684.0,"""http://npcassoc.org/journal/table-of-contents/vol-1-no-4""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:08:24,"""GET /journal/table-of-contents/vol-2-no-2 HTTP/1.1""",200,5774.0,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-1""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 11:08:35,"""GET /docs/ijpp/ZinaichOnAchenbach.pdf HTTP/1.1""",200,129478.0,"""http://npcassoc.org/journal/table-of-contents/vol-2-no-2""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
66.249.72.33,06/Sep/2011 11:13:26,"""GET /wp-admin/edit.php?post_type=page&paged=1 HTTP/1.1""",302,20.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.33,06/Sep/2011 11:13:27,"""GET /wp-login.php?redirect_to=http%3A%2F%2Fnpcassoc.org%2Fwp-admin%2Fedit.php%3Fpost_type%3Dpage%26paged%3D1&reauth=1 HTTP/1.1""",200,989.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
180.76.5.179,06/Sep/2011 11:19:44,"""GET /services/albert-ellis-foundation-alliance HTTP/1.1""",200,6917.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.110,06/Sep/2011 11:20:43,"""GET / HTTP/1.1""",200,6543.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
184.106.111.192,06/Sep/2011 12:49:21,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
180.76.5.144,06/Sep/2011 12:49:21,"""GET /journal/table-of-contents/vol-1-no-4 HTTP/1.1""",200,5877.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
64.56.91.45,06/Sep/2011 14:07:37,"""GET / HTTP/1.1""",301,20.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:38,"""GET / HTTP/1.1""",200,6542.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:38,"""GET /wp-includes/js/jquery/jquery.js?ver=1.4.2 HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:38,"""GET /wp-content/themes/education/style.css HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:39,"""GET /wp-content/themes/education/images/bg.png HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:39,"""GET /wp-content/themes/education/images/nav.png HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:39,"""GET /wp-content/themes/education/images/navline.png HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:39,"""GET /wp-content/themes/education/images/inner.png HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:39,"""GET /wp-content/themes/education/images/sidebar-top.png HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:39,"""GET /wp-content/themes/education/images/rss.png HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:39,"""GET /wp-content/themes/education/images/content-top.png HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:39,"""GET /wp-content/themes/genesis/lib/js/menu/superfish.js?ver=1.4.8 HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:39,"""GET /wp-content/themes/education/images/sidebar-list.png HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:39,"""GET /wp-content/themes/education/images/footer.png HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:39,"""GET /wp-content/themes/education/images/footer-top.png HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:39,"""GET /wp-content/themes/genesis/lib/js/menu/superfish.args.js?ver=1.4.1 HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:39,"""GET /wp-content/themes/education/images/arrow-right.png HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:40,"""GET /wp-content/themes/education/images/arrow-down.png HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:40,"""GET /wp-content/themes/education/images/navhov.png HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:46,"""GET /documents HTTP/1.1""",200,5669.0,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:51,"""GET /docs/Standards.pdf HTTP/1.1""",200,3001995.0,"""http://npcassoc.org/documents""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:53,"""GET /docs/Standards.pdf HTTP/1.1""",206,1269.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:53,"""GET /docs/Standards.pdf HTTP/1.1""",206,224.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:53,"""GET /docs/Standards.pdf HTTP/1.1""",206,764601.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:55,"""GET /docs/Standards.pdf HTTP/1.1""",206,2142047.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:07:58,"""GET /docs/Standards.pdf HTTP/1.1""",206,6805.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
180.76.5.160,06/Sep/2011 14:17:57,"""GET /journal/table-of-contents/vol-1-no-2 HTTP/1.1""",200,5707.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
64.56.91.45,06/Sep/2011 14:35:02,"""GET /docs/Standards.pdf HTTP/1.1""",206,2913372.0,"""http://npcassoc.org/documents""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:35:03,"""GET /docs/Standards.pdf HTTP/1.1""",206,1493.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:35:03,"""GET /docs/Standards.pdf HTTP/1.1""",206,513872.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:35:04,"""GET /docs/Standards.pdf HTTP/1.1""",206,2142047.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:35:07,"""GET /docs/Standards.pdf HTTP/1.1""",206,6805.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
66.249.72.33,06/Sep/2011 14:56:13,"""GET /wp-admin/edit.php?post_type=page&paged=2 HTTP/1.1""",302,20.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.33,06/Sep/2011 14:56:14,"""GET /wp-login.php?redirect_to=http%3A%2F%2Fnpcassoc.org%2Fwp-admin%2Fedit.php%3Fpost_type%3Dpage%26paged%3D2&reauth=1 HTTP/1.1""",200,990.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
64.56.91.45,06/Sep/2011 14:58:17,"""GET /docs/Constitution.pdf HTTP/1.1""",200,1793011.0,"""http://npcassoc.org/documents""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:58:18,"""GET /docs/Constitution.pdf HTTP/1.1""",206,1269.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:58:18,"""GET /docs/Constitution.pdf HTTP/1.1""",206,224.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:58:18,"""GET /docs/Constitution.pdf HTTP/1.1""",206,986284.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:58:19,"""GET /docs/Constitution.pdf HTTP/1.1""",206,769803.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
64.56.91.45,06/Sep/2011 14:58:21,"""GET /docs/Constitution.pdf HTTP/1.1""",206,3087.0,"""-""","""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"""
66.249.72.33,06/Sep/2011 15:29:23,"""GET /sitemap.xml HTTP/1.1""",200,5430.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
180.76.5.162,06/Sep/2011 15:59:41,"""GET /documents HTTP/1.1""",200,5669.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
66.249.72.33,06/Sep/2011 16:42:00,"""GET /docs/ijpp/Janice_Staab_and_Philosophical_CoachingV2N4.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.33,06/Sep/2011 16:42:02,"""GET /wp-admin/edit.php?post_type=page HTTP/1.1""",302,20.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.33,06/Sep/2011 16:42:02,"""GET /wp-login.php?redirect_to=http%3A%2F%2Fnpcassoc.org%2Fwp-admin%2Fedit.php%3Fpost_type%3Dpage&reauth=1 HTTP/1.1""",200,982.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.33,06/Sep/2011 18:29:45,"""GET /docs/ijpp/FraserLove.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
180.76.5.147,06/Sep/2011 19:00:23,"""GET /journal/editors HTTP/1.1""",200,6345.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
76.108.110.119,06/Sep/2011 22:12:02,"""GET / HTTP/1.1""",301,20.0,"""-""","""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.1; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MALN; InfoPath.2)"""
76.108.110.119,06/Sep/2011 22:12:02,"""GET / HTTP/1.1""",200,6543.0,"""-""","""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.1; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MALN; InfoPath.2)"""
76.108.110.119,06/Sep/2011 22:12:03,"""GET /wp-includes/js/jquery/jquery.js?ver=1.4.2 HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.1; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MALN; InfoPath.2)"""
76.108.110.119,06/Sep/2011 22:12:03,"""GET /wp-content/themes/education/style.css HTTP/1.1""",304,,"""http://npcassoc.org/""","""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.1; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MALN; InfoPath.2)"""
